"ID","cluster"
"AT1G77490","01"
"AT5G38430","01"
"AT3G21055","01"
"AT5G28450","01"
"AT1G03130","01"
"AT1G31330","01"
"AT5G38410","01"
"AT5G38420","01"
"AT1G67090","01"
"AT2G26500","01"
"AT4G01150","01"
"AT4G21280","01"
"AT5G13630","01"
"AT3G48720","01"
"AT3G15850","01"
"AT3G61870","01"
"AT4G35090","01"
"AT1G19150","01"
"AT3G15356","01"
"AT5G21430","01"
"AT1G58290","01"
"AT5G14120","01"
"AT1G29070","01"
"AT5G63310","01"
"AT3G03200","01"
"AT5G49910","01"
"AT1G13300","01"
"AT5G10170","01"
"AT3G25660","01"
"AT1G08903","01"
"AT1G17060","01"
"AT4G25050","01"
"AT1G23090","01"
"AT3G28345","01"
"AT2G15620","01"
"AT4G28660","01"
"AT4G37200","01"
"AT1G07737","01"
"AT3G58990","01"
"AT1G63615","01"
"AT3G19700","01"
"AT1G49860","01"
"AT3G09245","01"
"AT4G20360","01"
"AT4G14040","01"
"AT3G54890","01"
"AT5G04590","01"
"AT1G10110","01"
"AT2G43100","01"
"AT1G54500","01"
"AT1G16410","01"
"AT3G45390","01"
"AT3G26670","01"
"AT3G49680","01"
"AT5G14200","01"
"AT1G29910","01"
"ATCG00090","01"
"AT1G78370","01"
"AT3G19710","01"
"AT1G01580","02"
"AT2G46750","02"
"AT5G25980","02"
"AT4G14400","02"
"AT4G17090","02"
"AT4G34740","02"
"AT1G75350","02"
"AT2G01590","02"
"AT3G01190","02"
"AT4G31940","02"
"AT5G49730","02"
"AT1G04183","02"
"AT1G19670","02"
"AT3G03135","02"
"AT3G52380","02"
"AT5G13130","02"
"AT2G42247","02"
"AT3G15520","02"
"AT2G44370","02"
"AT1G04790","02"
"AT5G02130","02"
"AT1G04800","02"
"AT1G68590","02"
"AT4G18350","02"
"AT3G10060","02"
"AT5G13520","02"
"AT3G27690","02"
"AT5G08275","02"
"AT5G06340","02"
"AT5G51720","02"
"AT4G08815","02"
"AT1G77940","02"
"AT5G38120","02"
"AT4G31040","02"
"AT1G21500","02"
"AT2G40490","02"
"AT2G21045","02"
"AT4G18480","02"
"AT3G01500","02"
"AT3G46780","02"
"AT3G25190","02"
"AT5G64040","02"
"AT3G61080","02"
"AT2G45180","02"
"AT4G33666","02"
"AT5G47840","02"
"AT1G12800","02"
"AT2G09230","02"
"AT1G75750","02"
"AT3G21200","02"
"AT2G26440","02"
"AT3G54826","02"
"AT1G72640","02"
"AT3G03785","02"
"AT2G32230","02"
"AT1G15160","02"
"AT3G47070","02"
"AT5G22920","02"
"AT1G30380","02"
"AT5G47190","02"
"AT3G49110","02"
"AT1G18000","02"
"AT1G18010","02"
"AT1G07610","02"
"AT1G73600","02"
"AT2G27660","02"
"AT1G13650","02"
"AT5G14760","02"
"AT4G26530","03"
"AT3G07430","03"
"AT5G38520","03"
"AT5G51120","03"
"AT2G47590","03"
"AT5G63470","03"
"AT2G40100","03"
"AT3G07540","03"
"AT3G26650","03"
"AT5G66920","03"
"AT1G12330","03"
"AT4G13770","03"
"AT5G64380","03"
"AT2G05812","03"
"AT5G02160","03"
"AT2G23350","03"
"AT3G44704","03"
"AT2G35720","03"
"AT3G54910","03"
"AT1G75500","03"
"AT5G13210","03"
"AT1G65250","03"
"AT5G55480","03"
"AT1G68723","03"
"AT3G43980","03"
"AT5G26970","03"
"AT2G39010","03"
"AT4G03655","03"
"AT1G15690","03"
"AT1G65860","03"
"AT2G03895","03"
"AT3G01865","03"
"AT4G15440","03"
"AT4G26370","03"
"AT1G34430","03"
"AT1G74090","03"
"AT2G35500","03"
"AT1G04680","03"
"AT1G54200","03"
"AT1G60560","03"
"AT1G21270","03"
"AT2G12190","03"
"AT3G26520","03"
"AT3G22890","03"
"AT5G57569","03"
"AT4G09695","03"
"AT5G60860","03"
"AT1G07603","03"
"AT5G05255","03"
"AT5G65610","03"
"AT1G53830","03"
"AT4G16920","03"
"AT2G44290","03"
"AT1G76930","03"
"AT5G45030","03"
"AT4G04925","03"
"AT4G19090","03"
"AT4G13430","03"
"AT5G45040","03"
"AT1G04767","03"
"AT5G14800","03"
"AT3G02020","03"
"AT5G01600","03"
"AT5G03085","03"
"AT1G71380","03"
"AT1G71100","03"
"AT4G15160","03"
"ATCG00260","03"
"AT5G10660","03"
"AT1G22910","03"
"AT2G35660","03"
"AT1G08463","03"
"AT1G68110","03"
"AT1G31240","03"
"AT2G05070","03"
"AT2G08330","03"
"AT1G09913","03"
"AT2G34420","03"
"AT5G51110","03"
"AT1G55673","03"
"AT1G62560","03"
"AT3G05015","03"
"AT4G12555","03"
"AT2G19990","03"
"AT4G12543","03"
"AT4G12550","03"
"AT1G07647","03"
"AT5G23010","03"
"AT1G05805","03"
"AT2G38230","03"
"AT5G42830","03"
"AT3G07925","03"
"AT2G38210","03"
"AT3G46900","03"
"AT1G64900","03"
"AT2G05100","03"
"AT4G28030","03"
"AT1G75460","03"
"AT5G01530","03"
"AT4G24770","03"
"AT5G02095","03"
"AT4G12800","03"
"AT5G08280","03"
"AT2G32179","03"
"AT5G06575","03"
"AT3G23430","03"
"AT4G20362","03"
"AT1G05207","03"
"AT2G27420","03"
"AT1G07693","03"
"AT3G16140","03"
"AT5G54270","03"
"AT1G55670","03"
"AT5G04950","03"
"AT2G34430","03"
"AT3G61470","03"
"AT2G06520","03"
"AT2G42610","03"
"AT3G26060","03"
"AT1G60950","03"
"AT3G11630","03"
"AT2G33800","03"
"AT3G18535","03"
"AT4G16980","03"
"AT4G32260","03"
"AT1G03680","03"
"AT3G53460","03"
"AT5G63570","03"
"AT4G09975","03"
"AT4G38970","03"
"AT5G16390","03"
"AT1G15830","03"
"AT3G13750","03"
"AT4G02770","03"
"AT2G39730","03"
"AT3G27850","03"
"AT1G67740","03"
"AT5G21930","03"
"AT4G10340","03"
"AT2G10940","03"
"AT2G43030","03"
"AT1G23720","03"
"AT3G48310","03"
"AT4G15740","03"
"AT4G04640","03"
"AT3G18890","03"
"AT3G49668","03"
"AT2G13360","03"
"AT4G27440","03"
"AT2G37220","03"
"AT3G09905","03"
"AT5G39830","03"
"AT1G09750","03"
"AT1G66970","03"
"AT4G30660","04"
"AT1G55870","04"
"AT3G25410","04"
"AT4G08305","04"
"AT2G37580","04"
"AT1G32630","04"
"AT1G48760","04"
"AT2G45243","04"
"AT5G13560","04"
"AT5G15950","04"
"AT3G63210","04"
"AT5G09445","04"
"AT1G04250","04"
"AT1G12310","04"
"AT2G05075","04"
"AT5G26270","04"
"AT5G64687","04"
"AT5G36910","04"
"AT3G06435","04"
"AT4G21326","04"
"AT4G30720","04"
"AT3G44380","04"
"AT1G13380","04"
"AT3G41979","04"
"AT3G09580","04"
"AT2G32560","04"
"AT5G11890","04"
"AT2G40590","04"
"AT3G46180","04"
"AT1G09421","04"
"AT3G24660","04"
"AT3G54400","04"
"AT5G09730","04"
"AT1G11870","04"
"AT3G28610","04"
"AT1G62770","04"
"AT2G35810","04"
"AT1G08980","04"
"AT1G09420","04"
"AT1G70830","05"
"AT2G45600","05"
"AT5G03230","05"
"AT2G19582","05"
"AT5G08955","05"
"AT5G25610","05"
"AT5G07010","05"
"AT4G16190","05"
"AT4G21930","05"
"AT3G04685","05"
"AT3G14595","05"
"AT1G68568","05"
"AT3G44990","05"
"AT1G20190","05"
"AT3G01555","05"
"AT1G70890","05"
"AT2G09400","05"
"AT1G69295","05"
"AT5G43330","05"
"AT3G12030","05"
"AT4G08825","05"
"AT2G01080","05"
"AT5G53370","05"
"AT3G10020","05"
"AT2G41750","05"
"AT3G26600","05"
"AT3G20100","05"
"AT3G44330","05"
"AT2G01270","05"
"AT1G77230","05"
"AT2G38540","05"
"AT1G48750","05"
"AT5G01095","05"
"AT3G01525","05"
"AT4G09985","05"
"AT4G11290","05"
"AT3G12710","05"
"AT4G14820","05"
"AT4G09500","05"
"AT2G24980","05"
"AT3G06240","05"
"AT3G02845","05"
"AT3G54590","05"
"AT5G63300","05"
"AT4G14190","05"
"AT5G06640","05"
"AT2G40475","05"
"AT4G35300","05"
"AT3G07885","05"
"AT1G18710","05"
"AT3G46060","05"
"AT4G23870","05"
"AT4G09020","05"
"AT4G37980","05"
"AT2G20540","05"
"AT2G33770","05"
"AT1G15950","05"
"AT5G06645","05"
"AT2G47970","05"
"AT5G20620","05"
"AT3G04590","05"
"AT4G17170","05"
"AT5G04550","05"
"AT2G22540","05"
"AT2G44993","05"
"AT5G60920","05"
"AT2G38120","05"
"AT5G05090","05"
"AT1G11680","05"
"AT3G08665","05"
"AT5G05660","05"
"AT2G19540","05"
"AT5G48385","05"
"AT5G11420","05"
"AT1G75490","05"
"AT3G02110","05"
"AT3G08645","05"
"AT1G52190","05"
"AT2G17190","05"
"AT2G25910","05"
"AT4G35485","05"
"AT5G25520","05"
"AT5G65950","05"
"AT4G31080","05"
"AT5G56350","05"
"AT1G70335","05"
"AT1G77992","05"
"AT4G35480","05"
"AT1G71695","05"
"AT3G63260","05"
"AT3G59290","05"
"AT3G63030","05"
"AT1G15500","05"
"AT3G50590","05"
"AT2G26692","05"
"AT5G40150","05"
"AT2G14878","05"
"AT3G53630","05"
"AT4G05150","05"
"AT5G20950","05"
"AT2G09740","05"
"AT2G32150","05"
"AT1G64650","05"
"AT1G10590","05"
"AT5G65520","05"
"AT2G37250","05"
"AT4G38810","05"
"AT3G12120","05"
"AT5G48900","05"
"AT1G04467","05"
"AT5G24160","05"
"AT3G20050","05"
"AT3G09520","05"
"AT4G18975","05"
"AT2G39310","05"
"AT2G01890","05"
"AT1G80000","05"
"AT3G08590","05"
"AT4G37895","05"
"AT5G09845","05"
"AT5G07985","05"
"AT3G09875","05"
"AT2G26690","05"
"AT5G52045","05"
"AT2G41530","05"
"AT3G09540","05"
"AT3G15000","05"
"AT4G32760","05"
"AT5G25460","05"
"AT4G24800","05"
"AT4G39940","05"
"AT1G07920","05"
"AT3G55410","05"
"AT3G16420","05"
"AT2G35859","05"
"AT2G40510","05"
"AT5G08980","05"
"AT5G03985","05"
"AT1G41830","05"
"AT5G44566","05"
"AT1G13060","05"
"AT1G07930","05"
"AT5G65380","05"
"AT1G56070","05"
"AT2G09200","05"
"AT1G21630","05"
"AT2G29980","05"
"AT2G21140","05"
"AT5G22580","05"
"AT4G00150","05"
"AT5G61510","05"
"AT3G16410","05"
"AT1G53887","05"
"AT3G03515","05"
"AT3G06755","05"
"AT1G53700","05"
"AT2G43010","05"
"AT2G43050","05"
"AT1G17470","05"
"AT1G51200","05"
"AT1G54000","05"
"AT1G64390","05"
"AT2G03975","05"
"AT4G01870","05"
"ATCG00370","05"
"AT3G26460","05"
"AT1G64430","05"
"AT2G06465","05"
"AT5G44210","05"
"AT3G16430","05"
"AT3G08660","05"
"AT4G29140","05"
"AT3G18600","05"
"AT4G19080","05"
"AT1G69260","05"
"AT5G05085","05"
"AT1G20620","05"
"AT3G52800","05"
"AT1G03230","05"
"AT1G18080","05"
"AT2G03090","05"
"AT1G07940","05"
"AT3G23450","05"
"AT2G40290","05"
"AT3G12610","05"
"AT4G29890","05"
"AT2G01690","05"
"AT3G06495","05"
"AT4G18970","05"
"AT3G16240","05"
"AT4G27080","05"
"AT5G27470","05"
"AT2G01530","05"
"AT1G24360","05"
"AT3G58610","05"
"ATCG00700","05"
"AT4G06835","05"
"AT1G24050","05"
"AT1G52720","05"
"AT3G07660","05"
"AT5G12250","05"
"AT3G03780","05"
"AT4G27520","05"
"AT2G01120","05"
"ATMG00020","05"
"AT1G23330","05"
"AT1G65980","05"
"AT5G42825","05"
"AT5G59080","05"
"ATMG00030","05"
"AT5G47030","05"
"AT2G09250","05"
"AT5G41612","05"
"AT4G05975","05"
"AT1G20070","05"
"AT3G56340","05"
"AT3G57785","05"
"AT1G28290","05"
"AT2G19570","05"
"AT1G65720","05"
"AT2G29630","05"
"AT5G60390","05"
"AT1G54040","05"
"AT4G15490","05"
"AT5G49630","05"
"AT1G27540","05"
"AT2G07335","05"
"AT1G05873","05"
"AT2G08000","05"
"AT3G07275","05"
"AT3G52530","05"
"AT5G53170","05"
"AT1G30120","05"
"AT2G41515","05"
"AT5G08610","05"
"AT1G08633","05"
"AT2G34510","05"
"AT1G35160","05"
"AT2G21060","05"
"AT3G09305","05"
"AT4G30097","05"
"AT1G06290","05"
"AT1G70980","05"
"AT4G02520","05"
"AT1G29150","05"
"AT4G01950","05"
"AT2G13550","05"
"AT2G45540","05"
"AT1G15780","05"
"AT4G00400","05"
"AT5G06660","05"
"AT3G02050","05"
"AT3G02255","05"
"AT3G13300","05"
"AT5G14275","05"
"AT5G14920","05"
"AT1G30360","05"
"AT5G46290","05"
"AT1G50250","05"
"AT1G76465","05"
"AT2G06850","05"
"AT2G20580","05"
"AT3G28860","05"
"AT1G64670","05"
"AT3G03385","05"
"AT2G09395","05"
"AT2G15090","05"
"AT3G18215","05"
"AT5G45670","05"
"AT1G47128","05"
"AT1G09777","05"
"AT1G68130","05"
"AT3G12670","05"
"AT5G62740","05"
"AT1G07080","05"
"AT3G06525","05"
"AT5G02760","05"
"AT3G48560","05"
"AT5G40153","05"
"AT1G70940","05"
"AT2G42380","05"
"AT4G29900","05"
"AT5G15780","05"
"AT1G21520","05"
"AT1G79920","05"
"AT4G38770","05"
"AT2G36910","05"
"AT3G57050","05"
"AT5G66720","05"
"AT1G01620","05"
"AT1G20110","05"
"AT1G05687","05"
"AT1G09523","05"
"AT3G02540","05"
"AT4G23400","05"
"AT4G13830","05"
"AT2G18960","05"
"AT5G09685","05"
"AT4G04340","05"
"AT4G20440","05"
"AT2G40610","05"
"AT4G38775","05"
"AT4G33510","05"
"AT2G41560","05"
"AT1G79050","05"
"AT3G16830","05"
"AT4G09685","05"
"AT1G53840","05"
"AT5G62350","05"
"AT4G35100","05"
"AT1G70730","05"
"AT2G09895","05"
"AT1G28280","05"
"AT1G07702","05"
"AT2G20860","05"
"AT3G18980","05"
"AT2G01570","05"
"AT4G27320","05"
"AT5G35100","05"
"AT2G16950","05"
"AT4G07975","05"
"AT2G32910","05"
"AT1G05253","05"
"AT2G32690","05"
"AT3G09635","05"
"AT4G34480","05"
"AT1G50840","05"
"AT1G79560","05"
"AT2G47560","05"
"AT5G01545","05"
"AT5G58250","05"
"AT4G30190","05"
"AT5G42100","05"
"AT2G28000","05"
"AT4G30270","05"
"AT3G05285","05"
"AT1G07890","05"
"AT2G39190","05"
"AT4G26860","05"
"AT1G35420","05"
"AT2G32180","05"
"AT2G42600","05"
"AT1G11260","05"
"AT1G01120","05"
"AT2G45470","05"
"AT1G11545","05"
"AT5G56600","05"
"AT3G28180","05"
"AT1G05453","05"
"AT4G23820","05"
"AT3G49220","05"
"AT4G33010","05"
"AT4G38860","05"
"AT5G02935","05"
"AT3G07125","06"
"AT1G23020","06"
"AT2G20770","06"
"AT4G17480","06"
"AT3G06010","06"
"AT1G06837","06"
"AT5G65020","06"
"AT1G58684","06"
"AT1G59359","06"
"AT2G46140","06"
"AT1G04433","06"
"AT2G30766","06"
"AT4G11210","06"
"AT3G61810","06"
"AT5G54080","06"
"AT1G02930","06"
"AT1G27752","06"
"AT5G08370","06"
"AT4G14000","06"
"AT1G77920","06"
"ATMG00110","06"
"AT2G25980","06"
"AT2G29500","06"
"AT4G02000","06"
"AT4G02720","06"
"AT1G78000","06"
"AT2G29440","06"
"AT5G60530","06"
"AT1G48310","06"
"AT2G24970","06"
"AT1G47260","06"
"AT2G30760","06"
"AT1G65190","06"
"AT3G51075","06"
"AT5G55300","06"
"AT4G00390","06"
"AT1G22060","06"
"AT1G28670","06"
"AT1G31580","06"
"AT2G27402","06"
"AT4G11650","06"
