ID	CFHdF	COL	PIF3OX	cfh123	cfh1
AT1G01010	4.27637374220256	6.54899591903617	4.09066846677604	5.69930049729911	3.83986974776222
AT1G01020	3.25863439260445	2.49309390379463	2.12203705069713	3.75428642394922	3.18310070340076
AT1G01030	2.40584941966446	2.6341483363033	1.22424827123478	1.99397499880466	4.07398397105839
AT1G01040	31.43015735114	44.1648476929439	41.9022038294371	43.3667572064881	48.0349250141565
AT1G01046	0	0.537932088852807	0	0.201728760164954	0.149639349475334
AT1G01050	23.4143212746162	20.6428546243389	18.7970333107698	17.6579755123685	16.3611340138659
AT1G01060	48.9019425503385	83.7680402471622	64.8405383874037	85.0909604314433	76.1256701094359
AT1G01070	0.961717323990652	2.46241276589993	3.46607587869875	3.30964393815359	4.95103073219684
AT1G01080	34.7108256376594	41.1533645685626	34.1331613795958	41.9582682311547	39.9629310272494
AT1G01090	93.5943171640529	60.1439144843328	57.9075367275835	65.1604786056363	72.5633286610832
AT1G01100	22.9863416985741	24.083394370433	23.6101737806517	29.3150538621557	17.3224624321807
AT1G01110	3.38001614036915	2.65491434871482	2.85015759015484	3.85635387875763	5.10636398063319
AT1G01120	63.1211156085816	33.4955715143107	32.3997265246641	38.7097747779559	41.9631099085057
AT1G01130	8.76354391579923	8.16234080464648	9.06927448795916	10.294270913093	7.88244627628226
AT1G01140	5.88857295312156	13.1188964634294	14.731777976143	13.199227657985	14.6513819775521
AT1G01150	0	0	0	0.201728760164954	0
AT1G01160	158.174898068389	149.14411156485	208.337699349653	129.51781416307	175.034961470516
AT1G01170	344.370034926097	352.492038920366	268.695017013274	348.955790012098	310.870032636227
AT1G01180	16.666490551518	15.7652117448313	14.2769561801064	15.2189538620822	16.6221801936866
AT1G01183	0	0.182266075082539	0.0816168096421971	0	0.224459024213001
AT1G01190	3.28353318603252	5.59960848256129	2.10138214612779	5.38273920092327	3.47510560390985
AT1G01200	1.76781692945015	2.84289197868049	1.83092122777617	2.46515901099596	2.45434210679324
AT1G01210	15.1925747337686	16.3067751814463	10.3654025160115	12.9484198125604	13.5623029130422
AT1G01220	13.839668905173	11.4878091482203	19.9374212201511	13.6268205552587	13.0222781308482
AT1G01225	0.252100672867785	2.05171141041939	0.217091192529976	0	0.449239017673211
AT1G01230	5.16028246653334	6.76164813506659	9.67653009716423	6.97864996649749	8.65693119777513
AT1G01240	10.0441845452443	9.95927798031876	12.862313199447	9.20243440723781	11.8949665472084
AT1G01250	2.49311911619969	0.947584455244982	4.36872931117524	2.86861653132587	2.47966737316781
AT1G01260	7.82190189714624	10.7432390094137	7.27263804914139	5.02925396963885	8.02095148912722
AT1G01270	0	0	0	0	0
AT1G01280	0	0	0	0	0
AT1G01290	1.74621623470321	3.37511251265017	3.37023491180927	3.27819269646486	4.85255794527622
AT1G01300	31.5604656434552	26.6766082900535	48.8696199440391	35.2917561506931	25.7786568697954
AT1G01305	0	0	0	0.467810719126611	0
AT1G01310	0.41553017932803	0.317765336709369	0.460871121368951	0.472699691004052	0.389126502485309
AT1G01320	179.771332863611	191.551967424192	128.710062741884	197.579286255904	217.019355485613
AT1G01335	0	0	0	0	0
AT1G01340	1.42857047958411	3.00351720732018	1.59200207855315	2.42074512197944	3.98095142180715
AT1G01350	7.41570889515659	8.52867593604146	8.73901309646385	12.4183498284988	8.07140880523195
AT1G01355	0	0	0	0	0
AT1G01360	1.84873826769709	5.39703539026194	7.57348317809061	6.86596105041965	5.36123388566513
AT1G01370	0	0.425894425954476	0	0	0
AT1G01380	0	1.1006773767159	1.79235443846731	0	0.767439837587445
AT1G01390	1.58596090738711	2.92831346133863	1.20846963987412	1.9513952474778	1.11720950662063
AT1G01400	0	0	0	0	0
AT1G01410	0	0	0	0	0
AT1G01420	11.7016676537715	10.3423141664708	7.76721130680507	10.2324212801374	10.1805508276308
AT1G01430	31.3079932119765	27.9843649408622	29.6937214903286	38.0230413406286	42.2409573332483
AT1G01440	8.103786811301	6.11181699626099	5.74305754453474	7.12363910807196	7.84611278196615
AT1G01448	11.0589975547722	8.16713436914018	7.46176877460075	8.82949343797962	9.92535995335165
AT1G01450	87.5614621709156	95.1944591917282	86.175166930704	85.7384314809504	89.8619821062423
AT1G01453	0.16806711524519	1.38881056461893	3.6118777138712	0.91909964151563	1.05455418421054
AT1G01460	0	0	0	0	0
AT1G01470	13.4526448975852	11.8884389942164	30.833048318786	11.7178841661562	14.468180655519
AT1G01480	0.578897726019787	0.821107714014253	0.871682695817022	0.954528641027072	1.27006725579035
AT1G01490	197.976132241965	368.924455106623	239.594071345338	307.420048164238	304.981857023323
AT1G01500	8.76043117721217	3.83544026615128	6.8938677114404	4.94385268108192	5.67914739030994
AT1G01510	26.7684083910845	22.0032206421854	25.1853267277566	25.6978480172601	23.1230514218998
AT1G01520	0	0.496876830280222	4.18426200805601	1.59051747847475	1.88680387422748
AT1G01530	0.289448863009893	0	0.434182385059951	0	0
AT1G01540	42.657778620651	30.5928430151796	32.9055874358676	35.4038406020129	42.3975158579403
AT1G01550	53.0380359558286	42.1143314988051	40.3987216616794	49.8926819779042	44.0083463854834
AT1G01560	0.964829543366311	0	0	0	0
AT1G01570	0.675380680356418	0	1.4267338845278	1.28647947759818	0
AT1G01580	24.9736091216692	19.8066924527962	9.12859098707709	19.134385812342	32.7656697087948
AT1G01590	0	0	0	0	0
AT1G01600	7.83257858458844	4.57594544730344	6.20344469187793	4.63858500727371	6.30296274663028
AT1G01610	31.0749376139736	16.4755227111484	17.1739540701229	21.7380553743952	29.5369722770254
AT1G01620	183.650691649975	91.060478617447	108.564828320759	108.500526439653	116.023277098364
AT1G01630	28.6835975327573	27.447360999208	26.4042302453497	25.8354653645316	30.985484916874
AT1G01640	7.00494024415048	5.26004591540778	4.94539560571052	5.18553673378095	4.16598630461245
AT1G01650	5.69134119427429	6.35499396618481	5.82750055905193	5.91340818344945	7.68009411874944
AT1G01660	0.420167788112974	3.11555487021851	3.70050017670276	1.00864380082477	2.10270522301007
AT1G01670	0	0	0	0.292381699454132	0.539086821207853
AT1G01680	2.12262499540588	0	0.450547542482463	1.30162996503692	0.224459024213001
AT1G01690	0	0.846674905166075	0	0	1.72085251896634
AT1G01695	0	0	0	0	0
AT1G01700	7.48564426633028	12.7675980185071	28.6173306683655	11.552112197287	14.3408095793045
AT1G01710	9.93683902416001	10.4151173230821	7.82058103262671	9.29142729820035	10.6675667792756
AT1G01715	0	0	0	0	0
AT1G01720	15.066431457682	22.6577321178415	45.1571391623003	26.1005594364648	22.1445421886825
AT1G01725	6.97478528267538	34.9221086009335	40.4509377023683	30.5198590466829	26.8769087575607
AT1G01730	16.4762041822638	28.5887986375496	19.517741862292	23.9319015191129	22.4538307099413
AT1G01740	0	2.55172505115555	2.67745804120303	3.92367347178632	0
AT1G01750	31.6181144116288	84.8606740212852	119.179067230134	87.1067801418001	70.3292056703336
AT1G01760	9.45221834403699	8.06729157920539	14.7672358172251	12.8014052106578	10.8986576634357
AT1G01770	9.4887221830118	11.5989542060316	8.90331334243768	6.93180645146681	8.50597431733317
AT1G01780	0	8.07947629535977	7.40372400624443	8.20263385955091	7.23053413182902
AT1G01790	45.0326276892503	34.7342873549691	28.916211115057	36.6396693859805	40.1349982126521
AT1G01800	28.5141914266197	17.5567755189254	26.2606758357867	20.350010024064	19.2928705271985
AT1G01810	0.578897726019787	1.25662226850508	0.828144828059748	0.770091255287228	0.832958936466933
AT1G01820	25.6222578971914	22.0057852298034	27.6974178962964	24.5798885934222	24.8940739417014
AT1G01830	29.5713000339171	23.1905502599514	18.9725341518401	25.1372199952957	20.032924667017
AT1G01840	58.5561153073678	58.8817725870574	50.4789667482608	53.378454083731	51.485473198875
AT1G01860	19.5860397303361	19.0232843592999	16.2417451187972	28.9255136461927	35.3257994305839
AT1G01870	0	0.0846674905166075	0	0.30114827961829	0
AT1G01880	0	0	0.768832202339996	0	0
AT1G01890	0	0	0	0	0
AT1G01900	23.6051033220183	14.7318077391473	15.0588433609681	12.1075652414929	16.0307351876463
AT1G01910	77.1192671317989	56.5959920268885	62.070262941462	64.3127772989034	64.966932861749
AT1G01920	5.99202386343138	3.10034402868882	5.37802351665709	6.82186288713336	5.41027957217822
AT1G01930	6.49597737009299	6.88661689201424	8.13720866633477	6.14656744188752	7.81724814664999
AT1G01940	4.1164901734974	6.70675140630185	7.39399470021616	5.91928504235533	5.17259232596266
AT1G01950	7.55423960818876	7.29069631646883	10.970898547031	10.647776887793	10.4613879375317
AT1G01960	55.5603422820105	35.826834816376	42.7307416996811	40.5893538592316	40.4636008199053
AT1G01970	7.60073909636378	6.0449173206455	4.07761736165247	6.81422856351153	5.09104853656679
AT1G01980	0.0840335576225949	0.212947212977238	0.326467238568789	0.418100959399943	1.923330585188
AT1G01990	10.1547656860298	6.76014015078351	7.5909265823971	7.95307369732685	6.94843809169474
AT1G02000	8.62037559398212	4.17200463579438	5.59025005617293	3.99707925662828	3.81625028955705
AT1G02010	5.13538367310526	9.14330198410314	6.05539930449416	7.91313914820838	6.12059842364997
AT1G02020	7.39441748004069	11.8786802527345	10.7847742177623	10.316716521861	8.53252485996331
AT1G02030	3.61369029763414	2.3485721217717	2.62595044560305	2.2292544008135	2.28780741377094
AT1G02040	1.76190177032988	0.584698902308516	0.525638799562874	0.116952679781653	1.23711356774922
AT1G02050	2.82321426803282	4.70633076218739	6.99574638346772	4.01986406768885	1.77842222693205
AT1G02060	2.43392239223668	2.00403422082086	2.20530313969243	1.87538574725866	2.01282376549765
AT1G02065	0	1.20670087353768	1.89237098027298	2.21612664055621	2.949628418599
AT1G02067	3.75551910934743	3.43345881987342	0.937520874098561	1.41145263641876	2.32713059324529
AT1G02070	0.482414771683155	0	0	0.494231352570689	0.359391214138568
AT1G02080	32.1940458849786	20.9099445739393	22.8757172991117	20.4958129633039	20.9442426471632
AT1G02090	41.6171610259706	43.9219809484601	39.4437806236635	36.772855123472	40.9701471770302
AT1G02100	12.8334106815846	9.31521170956354	9.66348286543884	8.05164696611896	10.8169188134815
AT1G02110	56.6671865163956	50.6707081462866	40.7888938251509	45.098969939593	52.8504402186666
AT1G02120	45.5974902270124	56.7736590061527	51.9932719625235	58.6222723246241	58.4630719483777
AT1G02130	15.159802192643	11.3218029037558	11.9106590999427	11.8968281152606	9.24403348979887
AT1G02140	35.7508472394578	31.8956167179444	32.9042419392246	32.8402057386141	27.8419361074838
AT1G02145	0	5.47539371775517	5.5526473415174	0.994097778144049	1.122295121065
AT1G02150	45.6725578466962	42.257829677042	26.589756428362	42.3076133248336	35.2344353476963
AT1G02160	3.40998574175019	3.61737149218457	7.35094467988283	5.62726602175601	6.18936957620163
AT1G02170	18.3066393346836	16.4746021781964	15.1231270651363	19.7760359325013	16.524771276441
AT1G02180	4.55832061612581	2.74440078902748	3.34189302274899	3.28671749072581	2.75625586767715
AT1G02190	0	0	0	0	0
AT1G02205	24.8881126536172	12.6263694309414	15.0339064560483	12.2069640175306	12.3417886663482
AT1G02210	0	0	0	0	0
AT1G02220	0	3.0080056180579	0.750912570804105	3.57657214777647	0
AT1G02230	0	0	0	0	0
AT1G02250	0	0	0	0	0
AT1G02260	4.23591333268479	4.70271718548099	8.63995675591334	2.71033451656461	1.94531154317934
AT1G02270	6.69467307779246	9.51580005132936	9.84249511608389	10.724653382089	11.4620731892987
AT1G02280	18.4670805413052	15.5569626397604	14.0217860456915	13.7969979241989	16.7735253513313
AT1G02290	0.915031956510166	3.32186238111405	2.61825184091755	2.49721471744271	3.34908571263969
AT1G02300	17.5177506542601	5.09838185448888	6.94879965817178	6.51597000515152	8.1299164741838
AT1G02305	143.293020065667	109.025314734887	197.443653481572	125.376503632975	149.374444252947
AT1G02310	9.56183173332964	16.395646242563	20.0692001287502	12.2336471802935	12.4926196381013
AT1G02320	0	0.162115441867016	0	0.125719259945811	0.0898478035346421
AT1G02330	2.7450958695305	14.2045269968635	13.4527003102129	11.9440108325838	14.3625618227596
AT1G02335	0.964829543366311	1.03540652727328	1.15461206662854	1.30726503803959	0
AT1G02340	0.672268460980759	0	8.86299084834143	0	0.671509857889015
AT1G02350	0	0	0	0	0
AT1G02360	11.2009497668111	15.3802441213131	10.5154747313399	16.6632317826352	15.3573581150073
AT1G02370	1.72113156196966	1.45332742192002	2.87235534864302	2.70171230591434	2.74953175301894
AT1G02380	0	0	0.675821313723695	0.64323973879909	0.598557397901335
AT1G02390	2.76554293347909	0.425894425954476	3.93999810519127	0.897567979948993	1.33017977097825
AT1G02400	1.92654686735696	1.22413814938048	2.38977431620983	1.42385503896643	3.08662103991896
AT1G02405	1.09243624909373	0.734637242267745	2.03554396784625	0.308036502114891	0.179695607069284
AT1G02410	2.7980056757623	4.36331100232877	5.30458928572615	4.04353661624186	5.49198476815468
AT1G02420	1.00840269147114	3.88567442912125	4.42413748513601	4.16976292455637	3.42036601843575
AT1G02430	6.10503670456199	12.8010001280211	9.37723169553202	10.2012560443298	8.9935736067391
AT1G02440	0	1.62266240295323	0.979397842308185	1.59051747847475	1.23492538375202
AT1G02450	0.252100672867785	0.655681306634262	0.860772590868681	0.292381699454132	0.467485546164576
AT1G02460	0	0	0	0	0
AT1G02470	0	0	0	0	0
AT1G02475	3.33333077288866	6.67245669170076	2.50127974222934	5.51132470556508	3.62236355274359
AT1G02480	0.289448863009893	0	0	0	0
AT1G02490	0	0	0.217091192529976	0	0
AT1G02500	237.986888439915	191.734852937217	240.87050229773	211.502997512963	204.932736434617
AT1G02510	0	0	0	0	0
AT1G02520	7.59597756804186	8.3922662982718	5.0667483833871	5.75187650172178	8.68412367889968
AT1G02530	0	0	0	0	0
AT1G02540	0	0.0911330375412697	0	0.0672429200549845	0
AT1G02550	0	0	0	0	0
AT1G02560	65.1026947028844	44.0483114624987	36.0740141922872	51.8186444789664	54.2949897144791
