ID	CFHdF	COL	PIF3OX	cfh123	cfh1
AT1G01010	3.72256852531885	6.66587267051445	4.5859753423228	5.80893767764692	3.92299682396283
AT1G01020	2.91946732472511	2.56205167782669	2.2693335874987	3.88377470190797	3.31974272703203
AT1G01030	2.14195531781858	2.67652688113374	1.36700464180332	2.07310790031232	4.19084336544896
AT1G01040	26.8240839345996	44.7229358738103	47.3848776758677	44.5381709545976	49.4808762004257
AT1G01046	0	0.547018339930825	0	0.206813726392472	0.159527377809407
AT1G01050	19.6509751022158	20.8270684519697	21.3298056911955	18.2267630876662	16.8536123770995
AT1G01060	41.8004598575262	84.641214749982	72.6193475123537	87.154059002527	77.9284820152635
AT1G01070	0.865031702588121	2.52031631400187	4.00618801846532	3.43958415209956	5.10398164688503
AT1G01080	29.5170231816687	41.4962236115201	38.0155005350825	43.1660069299103	40.9203650689905
AT1G01090	77.8092362895485	60.5055791776445	64.5978057987118	66.6209589989899	74.4967290684371
AT1G01100	19.2963337572766	24.3325061858637	26.5273746608067	30.1319604819743	17.9174428047164
AT1G01110	3.01212833355983	2.6756880441017	3.27444645814617	3.99847104365767	5.21886164395062
AT1G01120	51.8674616218958	33.8969187405658	36.4056138970017	39.6151568167332	43.0702814594614
AT1G01130	7.32794316724199	8.21412858593599	10.1990496965324	10.5428854763896	8.12137033860123
AT1G01140	5.15396627929999	13.3413121270995	16.5921310470154	13.5609914861649	14.9954873417687
AT1G01150	0	0	0	0.206813726392472	0
AT1G01160	134.034593054024	150.487576085825	234.098878437201	132.794096883974	179.475429666148
AT1G01170	288.744839355027	354.78249354914	301.379306792277	358.089013965912	320.896688444102
AT1G01180	13.7397855071481	15.8580733658435	16.0118555059566	15.5558596984316	17.1098027661784
AT1G01183	0	0.18159233048424	0.0872820610576421	0	0.23929106671411
AT1G01190	2.92974995103136	5.67405225641137	2.4074123354195	5.4739502640396	3.57943772400528
AT1G01200	1.58073057957869	2.87178066061253	1.97712658672492	2.52322536541584	2.59488590023911
AT1G01210	12.6939525317864	16.3607520106625	11.7070809955195	13.0802719651684	14.0282702146212
AT1G01220	11.9026692036077	11.6155595085931	22.5419081872741	13.9579668971381	13.3286014192828
AT1G01225	0.231711208126019	2.06872742542778	0.243629692612417	0	0.451878263634274
AT1G01230	4.59800022629165	6.83759800108671	10.9094243154972	7.18313116859607	8.82465531727271
AT1G01240	8.51405939853711	10.009603627382	14.3212280217659	9.45937205580448	12.2985199255953
AT1G01250	2.12398163044107	0.953791679169962	4.93941839203629	2.93685281820078	2.5806455992454
AT1G01260	6.51745309504359	10.8117302053438	8.23840843886748	5.18723996019283	8.26542720576229
AT1G01270	0	0	0	0	0
AT1G01280	0	0	0	0	0
AT1G01290	1.44825575679489	3.40429871451676	3.83741038419979	3.35150888329645	4.98300031234635
AT1G01300	26.2294022040853	26.9627271860256	55.1207843447496	36.0691940807842	26.7581896008071
AT1G01305	0	0	0	0.492434300954424	0
AT1G01310	0.349500031786062	0.322763988398851	0.522813687327231	0.485612223725917	0.409430408345668
AT1G01320	152.774534446092	193.454956685312	144.419311682579	202.521681781126	223.166497239759
AT1G01335	0	0	0	0	0
AT1G01340	1.31303017938078	3.08138413695951	1.78661774582439	2.48176471670966	4.12997992230245
AT1G01350	6.2143422537141	8.61534198183759	9.80168221288435	12.6831409616326	8.27931958627887
AT1G01355	0	0	0	0	0
AT1G01360	1.69921552625748	5.43490958482054	8.59241829539245	7.00478995599108	5.49170346968611
AT1G01370	0	0.446655388618104	0	0	0
AT1G01380	0	1.08007501702572	2.02999250383248	0	0.776686436249043
AT1G01390	1.2622376161067	2.94807653982806	1.36266363978366	1.99893807054672	1.14866427355546
AT1G01400	0	0	0	0	0
AT1G01410	0	0	0	0	0
AT1G01420	9.87537421059072	10.3923098945239	8.67745478121155	10.5236480246212	10.4829920639685
AT1G01430	26.1595796343075	28.2104328706996	33.07778710801	38.9219080380847	43.3987179692477
AT1G01440	6.6882064856677	6.20062233294581	6.38215377120512	7.25869098701566	7.99970574410055
AT1G01448	9.27746415726019	8.34540722823984	8.20145649947908	9.10286765601549	10.236854108027
AT1G01450	73.5071428799494	95.9605330133529	96.8224010452363	87.8717715377379	92.7265649063067
AT1G01453	0.15447413875068	1.40591919093472	4.09349627605969	0.949073583917271	1.08232088825931
AT1G01460	0	0	0	0	0
AT1G01470	11.1362195806599	11.9833774556762	35.1673913437244	12.0413106304767	14.8709521156893
AT1G01480	0.494270295170806	0.851575413411397	0.967027317636127	0.954272146270835	1.31771014295554
AT1G01490	167.734243934248	371.570139686604	268.848164549539	315.448928448991	314.186933485047
AT1G01500	7.19905822217853	3.827964277419	7.74306005295154	5.05512424890109	5.88224621326584
AT1G01510	22.1889032769108	22.2912890008522	28.3269892161533	26.3992941845572	23.6997078470416
AT1G01520	0	0.521097953387788	4.74490661785998	1.65948044752738	1.89788870726395
AT1G01530	0.247135147585403	0	0.487259385224834	0	0
AT1G01540	35.6729236283544	30.9588848410315	36.7715347979701	36.2880951639879	43.6052782743256
AT1G01550	44.6930455664844	42.5582413383105	45.579472088142	51.0431152460156	45.3534567322016
AT1G01560	0.823783825284677	0	0	0	0
AT1G01570	0.576648677699274	0	1.691251228605	1.35419432762467	0
AT1G01580	20.5926570137871	19.9908321616169	10.2259481911322	19.7093980032603	33.381857905207
AT1G01590	0	0	0	0	0
AT1G01600	6.72271979706835	4.61412528894065	6.9647842181787	4.74198743945915	6.42805402116771
AT1G01610	25.5184925240126	16.7568803529743	19.5324629076241	22.1974176529938	30.2354596365626
AT1G01620	151.466969291354	92.0941249867943	122.268914990552	111.25151983924	118.879042553796
AT1G01630	24.1393807620974	27.7286155745326	29.6651354637887	26.5110771145408	31.8797672653186
AT1G01640	5.84756465756927	5.33810267324111	5.52147748766904	5.2846503827778	4.25375701563527
AT1G01650	4.79063556080421	6.37288628670873	6.63730859097294	6.09866708527762	7.85832047930273
AT1G01660	0.386185346876699	3.18174708827223	4.17700414190915	1.03406863196236	2.18463549450828
AT1G01670	0	0	0	0.307771438096515	0.542253916361129
AT1G01680	1.81232441562629	0	0.534079335348949	1.30128019946023	0.23929106671411
AT1G01690	0	0.830826936173632	0	0	1.83456484480818
AT1G01695	0	0	0	0	0
AT1G01700	6.43260051935854	12.8939684906078	32.4057358691829	11.8511155872815	14.7423657591766
AT1G01710	8.30735863315799	10.5355723117583	8.86411083729372	9.57804939641974	10.8683157592526
AT1G01715	0	0	0	0	0
AT1G01720	12.6185690873105	22.9287405232162	50.9299047142996	26.772623051324	22.7888309556993
